,time,fixations
180,7.114855555,"  fixation id           x           y fixation status
0        10.0  823.342000  441.975571           start
1         9.0  830.364441  415.372406         tracked
2         8.0  795.757874  471.244476         tracked
3         7.0  719.400208  431.876678         tracked
4         5.0  772.771362  413.210815         tracked
5         4.0  765.369812  465.292297         tracked
6         3.0  803.260010  473.115997         tracked"
181,7.1482,"  fixation id           x           y fixation status
0        10.0  830.809500  433.668833          during
1         9.0  823.156799  410.530518         tracked
2         8.0  789.264648  466.707153         tracked
3         7.0  711.827759  427.916382         tracked
4         5.0  765.528870  408.472046         tracked
5         4.0  758.689941  460.793549         tracked
6         3.0  796.764404  468.576508         tracked"
182,7.181533333,"  fixation id           x           y fixation status
0        10.0  826.073571  427.328143          during
1         9.0  822.782166  407.102325         tracked
2         8.0  788.979614  463.076691         tracked
3         7.0  711.091614  424.919556         tracked
4         5.0  765.049805  405.061493         tracked
5         4.0  758.322510  457.184570         tracked
6         3.0  796.469543  464.950134         tracked"
183,7.214877777,"  fixation id           x           y fixation status
0        10.0  821.897429  432.141000          during
1         9.0  826.737244  403.737305         tracked
2         8.0  792.958008  459.593384         tracked
3         7.0  714.725647  421.935944         tracked
4         5.0  768.934387  401.698639         tracked
5         4.0  762.232056  453.794617         tracked
6         3.0  800.464539  461.426636         tracked"
184,7.248222222,"  fixation id           x           y fixation status
0        10.0  815.339400  429.433000          during
1         9.0  832.293152  401.519318         tracked
2         8.0  798.666260  457.376221         tracked
3         7.0  719.878662  420.257874         tracked
4         5.0  774.365173  399.506042         tracked
5         4.0  767.891541  451.641571         tracked
6         3.0  806.175781  459.208282         tracked"
185,7.281566666,"  fixation id           x           y fixation status
0        10.0  808.956286  433.468000          during
1         9.0  837.075806  399.617737         tracked
2         8.0  803.701843  455.572235         tracked
3         7.0  724.249939  419.164520         tracked
4         5.0  778.961792  397.735474         tracked
5         4.0  772.775696  449.919250         tracked
6         3.0  811.221252  457.398560         tracked"
186,7.314911111,"  fixation id           x           y fixation status
0        10.0  815.281333  444.195667          during
1         9.0  839.812805  396.123199         tracked
2         8.0  806.750000  452.100433         tracked
3         7.0  726.741272  416.442688         tracked
4         5.0  781.602661  394.365265         tracked
5         4.0  775.768982  446.573578         tracked
6         3.0  814.282166  453.931213         tracked"
187,7.348244444,"  fixation id           x           y fixation status
0        10.0  817.730000  440.916714          during
1         9.0  840.732910  391.948792         tracked
2         8.0  807.805359  448.547577         tracked
3         7.0  727.188354  412.883667         tracked
4         5.0  782.287415  390.373383         tracked
5         4.0  776.731140  443.070618         tracked
6         3.0  815.357971  450.374237         tracked"
188,7.381588888,"  fixation id           x           y fixation status
0        10.0  813.243286  437.697143          during
1         9.0  840.825806  390.654877         tracked
2         8.0  807.916687  447.978699         tracked
3         7.0  726.943420  411.525665         tracked
4         5.0  782.236450  389.177826         tracked
5         4.0  776.799377  442.441040         tracked
6         3.0  815.501526  449.835388         tracked"
189,7.414933333,"  fixation id           x           y fixation status
0        10.0  808.299857  439.926714          during
1         9.0  841.061951  393.585419         tracked
2         8.0  808.087708  451.620880         tracked
3         7.0  726.825562  414.272461         tracked
4         5.0  782.308350  392.172333         tracked
5         4.0  776.909668  446.035614         tracked
6         3.0  815.716003  453.491180         tracked"
190,7.448277777,"  fixation id           x           y fixation status
0        10.0  805.535714  449.775714          during
1         9.0  840.684143  397.710785         tracked
2         8.0  807.552002  456.260956         tracked
3         7.0  726.052124  418.202332         tracked
4         5.0  781.816711  396.418610         tracked
5         4.0  776.289917  450.656311         tracked
6         3.0  815.158325  458.138428         tracked"
191,7.481622222,"  fixation id           x           y fixation status
0        10.0  814.274429  463.414286          during
1         9.0  838.443420  401.462067         tracked
2         8.0  805.204834  460.597290         tracked
3         7.0  723.399414  421.696991         tracked
4         5.0  779.407654  400.228485         tracked
5         4.0  773.929565  454.910828         tracked
6         3.0  812.863098  462.461945         tracked"
192,7.514966666,"  fixation id           x           y fixation status
0        10.0  813.294714  473.235857          during
1         9.0  834.658325  403.784943         tracked
2         8.0  801.462280  463.417297         tracked
3         7.0  719.117737  424.138733         tracked
4         5.0  775.440430  402.660828         tracked
5         4.0  770.111694  457.730591         tracked
6         3.0  809.103943  465.292053         tracked"
193,7.5483,"  fixation id           x           y fixation status
0        10.0  820.415429  478.456429          during
1         9.0  832.140137  404.378204         tracked
2         8.0  799.116882  464.281250         tracked
3         7.0  716.160217  424.904572         tracked
4         5.0  772.812805  403.375549         tracked
5         4.0  767.719116  458.628571         tracked
6         3.0  806.784546  466.154388         tracked"
194,7.581644444,"  fixation id           x           y fixation status
0        10.0  817.482143  479.742429          during
1         9.0  834.144531  403.438721         tracked
2         8.0  801.042480  463.532806         tracked
3         7.0  717.745361  423.808807         tracked
4         5.0  774.664856  402.396576         tracked
5         4.0  769.579712  457.844879         tracked
6         3.0  808.710205  465.396790         tracked"
195,7.614988888,"  fixation id           x           y fixation status
0        10.0  814.656167  474.180000          during
1         9.0  839.828003  404.241760         tracked
2         8.0  806.530029  464.447266         tracked
3         7.0  722.943787  424.237885         tracked
4         5.0  780.202148  403.087585         tracked
5         4.0  775.038940  458.677399         tracked
6         3.0  814.192261  466.302216         tracked"
196,7.648333333,"  fixation id           x           y fixation status
0        10.0  806.649429  474.101429          during
1         9.0  845.138062  407.569672         tracked
2         8.0  811.689880  467.682739         tracked
3         7.0  727.950134  427.431671         tracked
4         5.0  785.420349  406.335907         tracked
5         4.0  780.101624  461.908691         tracked
6         3.0  819.359375  469.543091         tracked"
197,7.681677777,"  fixation id           x           y fixation status
0        10.0  812.250667  468.256500          during
1         9.0  848.929260  407.814850         tracked
2         8.0  815.536438  467.546814         tracked
3         7.0  731.354919  428.213684         tracked
4         5.0  789.044189  406.639709         tracked
5         4.0  783.879395  461.897186         tracked
6         3.0  823.214905  469.390778         tracked"
