,time,fixations
1527,52.027133333,"   fixation id           x           y fixation status
0        121.0  623.541143  412.844571          during
1        120.0  472.693329  420.337463         tracked
2        119.0  766.235596  403.293793         tracked
3        118.0  530.270691  314.131042         tracked
4        117.0  893.551697  370.098724         tracked
5        116.0  814.368896  409.059875         tracked
6        115.0  443.750580  425.822906         tracked
7        114.0  919.429321  454.331635         tracked
8        112.0  961.988342  366.455322         tracked
9        111.0  956.238892  381.898712         tracked
10       109.0  915.695923  500.634155         tracked"
1528,52.060466666,"   fixation id           x           y fixation status
0        121.0  616.034333  420.928333             end
1        120.0  459.642944  421.677338         tracked
2        119.0  761.973755  401.136902         tracked
3        118.0  519.653015  312.483582         tracked
4        117.0  890.150574  365.779907         tracked
5        116.0  810.741638  405.395966         tracked
6        115.0  430.693573  426.338470         tracked
7        114.0  917.056458  450.373840         tracked
8        112.0  958.668030  360.869019         tracked
9        111.0  953.128662  376.571472         tracked
10       109.0  914.018372  496.899384         tracked"
1529,52.093811111,"    fixation id           x           y fixation status
1         121.0  609.189209  420.208740         tracked
2         120.0  444.996979  433.415070         tracked
3         119.0  757.544006  399.261047         tracked
4         118.0  508.792023  312.704102         tracked
5         117.0  886.606445  362.011627         tracked
6         116.0  806.695618  403.511383         tracked
7         115.0  415.289154  440.937592         tracked
8         114.0  914.370239  446.940643         tracked
9         112.0  954.950500  356.115112         tracked
10        111.0  949.702026  371.990234         tracked
11        109.0  911.990601  493.588135         tracked"
1530,52.127155555,"    fixation id           x           y fixation status
1         121.0  601.559265  421.863770         tracked
2         120.0  428.953278  432.743042         tracked
3         119.0  752.431519  399.769379         tracked
4         118.0  496.929382  310.540741         tracked
5         117.0  882.251526  360.769501         tracked
6         116.0  802.194824  402.561951         tracked
7         115.0  399.805511  437.899658         tracked
8         114.0  910.892822  446.357727         tracked
9         112.0  950.672974  353.933014         tracked
10        111.0  945.620117  370.010101         tracked
11        109.0  909.108459  493.406311         tracked"
1531,52.1605,"    fixation id           x           y fixation status
1         121.0  593.342712  425.975006         tracked
2         120.0  412.643585  437.243439         tracked
3         119.0  746.512146  403.251068         tracked
4         118.0  484.189941  311.311768         tracked
5         117.0  877.111206  362.759796         tracked
6         116.0  796.800659  405.021820         tracked
7         115.0  383.683807  439.411713         tracked
8         114.0  906.552551  449.015747         tracked
9         112.0  945.509766  355.228516         tracked
10        111.0  940.645813  371.397736         tracked
11        109.0  905.309692  496.540741         tracked"
1532,52.193844444,"    fixation id           x           y fixation status
1         121.0  582.802551  434.396973         tracked
2         120.0  392.749878  463.821472         tracked
3         119.0  739.099548  410.124451         tracked
4         118.0  469.822845  319.488129         tracked
5         117.0  870.176697  368.095642         tracked
6         116.0  789.587524  412.575897         tracked
7         115.0  363.028992  468.318359         tracked
8         114.0  900.617432  454.520203         tracked
9         112.0  938.604431  359.873932         tracked
10        111.0  933.977173  376.025909         tracked
11        109.0  899.820801  503.139343         tracked"
1533,52.227177777,"    fixation id           x           y fixation status
1         121.0  568.395020  447.122009         tracked
3         119.0  727.873352  419.818848         tracked
4         118.0  449.656952  327.799377         tracked
5         117.0  859.021790  375.980988         tracked
6         116.0  779.216492  419.339874         tracked
8         114.0  891.086914  461.770538         tracked
9         112.0  927.725159  366.514801         tracked
10        111.0  923.377319  382.658142         tracked
11        109.0  890.568848  512.964294         tracked"
1534,52.260522222,"   fixation id           x           y fixation status
1        121.0  553.549316  458.266113         tracked
2        119.0  715.307190  429.926697         tracked
3        118.0  429.201385  336.137482         tracked
4        117.0  847.408569  384.107635         tracked
5        116.0  767.404907  428.071136         tracked
6        114.0  880.615540  469.326660         tracked
7        112.0  916.164185  373.700226         tracked
8        111.0  912.069275  389.834198         tracked
9        109.0  881.055908  519.867188         tracked"
1535,52.293866666,"   fixation id           x           y fixation status
1        121.0  542.949707  463.139221         tracked
2        119.0  708.566101  434.475494         tracked
3        118.0  414.894897  338.281097         tracked
4        117.0  842.411987  388.013123         tracked
5        116.0  761.798462  431.783539         tracked
6        114.0  875.659058  474.549927         tracked
7        112.0  911.020813  377.851837         tracked
8        111.0  906.960510  393.842560         tracked
9        109.0  876.355957  523.996704         tracked"
1536,52.327211111,"   fixation id           x           y fixation status
1        121.0  538.563660  467.142273         tracked
2        119.0  708.147034  437.428406         tracked
3        118.0  406.853424  339.200012         tracked
4        117.0  843.067810  391.622803         tracked
5        116.0  761.907410  435.095490         tracked
6        114.0  876.272034  478.750641         tracked
7        112.0  912.016113  381.848297         tracked
8        111.0  907.850159  397.898346         tracked
9        109.0  876.968445  528.398865         tracked"
1537,52.360555555,"   fixation id           x           y fixation status
1        121.0  536.741943  472.984863         tracked
2        119.0  710.019775  441.452057         tracked
3        118.0  400.511230  341.027191         tracked
4        117.0  845.926697  395.297455         tracked
5        116.0  764.340759  436.804901         tracked
6        114.0  879.545837  482.072388         tracked
7        112.0  915.247681  385.399292         tracked
8        111.0  911.048401  401.639374         tracked
9        109.0  880.223206  532.476074         tracked"
1538,52.3939,"   fixation id           x           y fixation status
1        121.0  536.207520  477.551758         tracked
2        119.0  712.953735  443.242462         tracked
3        118.0  394.653412  345.826721         tracked
4        117.0  849.703918  395.831696         tracked
5        116.0  767.696045  437.892853         tracked
6        114.0  883.959595  482.899933         tracked
7        112.0  919.256958  385.872009         tracked
8        111.0  915.149475  402.298889         tracked
9        109.0  884.960327  533.170593         tracked"
1539,52.427233333,"   fixation id           x           y fixation status
1        121.0  537.417114  478.201385         tracked
2        119.0  717.653992  441.136536         tracked
3        118.0  390.533142  345.137268         tracked
4        117.0  855.187683  392.928894         tracked
5        116.0  772.723633  434.725800         tracked
6        114.0  890.179810  479.657379         tracked
7        112.0  925.177979  382.928192         tracked
8        111.0  921.111328  399.492645         tracked
9        109.0  891.372864  530.641968         tracked"
1540,52.460577777,"   fixation id           x           y fixation status
1        121.0  539.235352  478.381073         tracked
2        119.0  723.065430  439.090851         tracked
3        118.0  387.563080  343.681091         tracked
4        117.0  861.686890  390.197815         tracked
5        116.0  778.514404  432.289032         tracked
6        114.0  896.942383  477.410309         tracked
7        112.0  932.128296  380.192841         tracked
8        111.0  928.003296  396.888092         tracked
9        109.0  898.038086  528.971130         tracked"
1541,52.493922222,"   fixation id           x           y fixation status
1        121.0  540.216553  480.125092         tracked
2        119.0  727.497253  439.422516         tracked
3        118.0  384.179321  343.018250         tracked
4        117.0  867.294006  390.391571         tracked
5        116.0  783.564392  432.429352         tracked
6        114.0  902.656677  478.333252         tracked
7        112.0  938.270020  380.576782         tracked
8        111.0  933.998718  397.421661         tracked
9        109.0  903.707092  529.982300         tracked"
1542,52.527266666,"   fixation id           x           y fixation status
1        121.0  539.771118  481.625977         tracked
2        119.0  730.796265  440.373077         tracked
3        118.0  379.354950  341.667145         tracked
4        117.0  871.694092  391.821716         tracked
5        116.0  787.252258  433.658325         tracked
6        114.0  907.126648  480.562805         tracked
7        112.0  943.267883  382.255157         tracked
8        111.0  938.903259  399.162262         tracked
9        109.0  907.944946  532.673645         tracked"
1543,52.560611111,"   fixation id           x           y fixation status
1        121.0  538.377502  481.584290         tracked
2        119.0  733.180908  440.905762         tracked
3        118.0  373.933319  338.022125         tracked
4        117.0  875.261475  393.342896         tracked
5        116.0  790.080811  434.578766         tracked
6        114.0  910.653687  482.438782         tracked
7        112.0  947.576904  384.057739         tracked
8        111.0  943.020325  401.050568         tracked
9        109.0  911.065247  535.295898         tracked"
1544,52.593944444,"   fixation id           x           y fixation status
1        121.0  536.261353  480.109314         tracked
2        119.0  734.978210  440.938477         tracked
3        118.0  368.215973  331.308380         tracked
4        117.0  878.108704  394.851410         tracked
5        116.0  792.146057  435.738342         tracked
6        114.0  913.367065  484.543640         tracked
7        112.0  951.346375  385.884766         tracked
8        111.0  946.517395  403.068054         tracked
9        109.0  913.339294  538.184937         tracked"
1545,52.627288888,"   fixation id           x           y fixation status
1        121.0  533.338379  478.983307         tracked
2        119.0  735.913940  441.885010         tracked
3        118.0  361.486816  324.092072         tracked
4        117.0  880.159302  397.121613         tracked
5        116.0  793.453369  437.499115         tracked
6        114.0  915.294006  487.468018         tracked
7        112.0  954.222290  388.524719         tracked
8        111.0  949.170776  405.903503         tracked
9        109.0  914.829346  542.127319         tracked"
1546,52.660633333,"   fixation id           x           y fixation status
1        121.0  529.107300  479.042786         tracked
2        119.0  735.423950  443.929871         tracked
3        118.0  353.392365  318.430359         tracked
4        117.0  880.648254  400.765442         tracked
5        116.0  793.100708  440.834045         tracked
6        114.0  915.717834  491.502441         tracked
7        112.0  955.721130  392.370392         tracked
8        111.0  950.414368  410.018524         tracked
9        109.0  914.706177  547.666931         tracked"
1547,52.693977777,"  fixation id           x           y fixation status
0       122.0  832.856857  288.371857           start
1       121.0  522.325806  482.024658         tracked
2       119.0  732.549988  448.379639         tracked
3       118.0  343.139221  315.351318         tracked
4       117.0  878.661926  406.602875         tracked
5       116.0  790.354858  446.132751         tracked
6       114.0  913.632019  497.767700         tracked
7       112.0  954.618286  398.802429         tracked
8       111.0  949.073669  416.647003         tracked
9       109.0  912.005249  556.094360         tracked"
1548,52.727322222,"  fixation id           x           y fixation status
0       122.0  847.414571  292.898857          during
1       121.0  511.899506  487.595428         tracked
2       119.0  726.027527  454.314789         tracked
3       118.0  327.776337  316.067810         tracked
4       117.0  872.748962  413.615479         tracked
5       116.0  783.879517  452.470520         tracked
6       114.0  908.193665  502.384125         tracked
7       112.0  949.710693  405.401978         tracked
8       111.0  943.957092  423.530243         tracked
9       109.0  905.887146  564.541199         tracked"
1549,52.760666666,"  fixation id           x           y fixation status
0       122.0  844.529667  295.416000          during
1       121.0  497.114014  492.759369         tracked
2       119.0  714.889648  458.161255         tracked
3       118.0  306.517853  318.097015         tracked
4       117.0  862.141907  416.753906         tracked
5       116.0  772.758972  456.067902         tracked
6       114.0  898.956604  502.756805         tracked
7       112.0  940.003418  407.622772         tracked
8       111.0  934.181641  425.875397         tracked
9       109.0  896.491821  568.408936         tracked"
1550,52.794,"  fixation id           x           y fixation status
0       122.0  839.515857  308.100857          during
1       121.0  478.937592  500.484070         tracked
2       119.0  701.197510  461.914673         tracked
3       118.0  281.147614  323.565216         tracked
4       117.0  849.151550  418.633057         tracked
5       116.0  759.697388  460.259583         tracked
6       114.0  887.079773  505.422058         tracked
7       112.0  927.468872  408.743530         tracked
8       111.0  921.828674  427.126099         tracked
9       109.0  885.347046  570.587158         tracked"
1551,52.827344444,"  fixation id           x           y fixation status
0       122.0  833.066429  316.505571          during
1       121.0  463.223694  511.286865         tracked
2       119.0  688.801147  468.479584         tracked
3       118.0  256.331543  331.439697         tracked
4       117.0  838.152893  422.501465         tracked
5       116.0  747.758606  467.027435         tracked
6       114.0  876.767639  512.195068         tracked
7       112.0  916.509888  412.400391         tracked
8       111.0  911.107056  431.003113         tracked
9       109.0  876.168823  575.040161         tracked"
1552,52.860688888,"  fixation id           x           y fixation status
0       122.0  826.454667  317.873833          during
1       121.0  450.724396  522.878296         tracked
2       119.0  680.290894  476.625122         tracked
3       118.0  236.232330  338.280090         tracked
4       117.0  831.219421  429.078430         tracked
5       116.0  739.865051  475.123474         tracked
6       114.0  870.201233  521.235901         tracked
7       112.0  909.796997  419.155182         tracked
8       111.0  904.517944  437.948853         tracked
9       109.0  870.198792  583.214355         tracked"
1553,52.894033333,"  fixation id           x           y fixation status
0       122.0  822.610429  323.910714          during
1       121.0  440.939117  534.746948         tracked
2       119.0  675.606079  485.286896         tracked
3       118.0  219.178406  343.621429         tracked
4       117.0  827.745483  437.015717         tracked
5       116.0  735.744019  483.143982         tracked
6       114.0  866.964355  530.581909         tracked
7       112.0  907.005005  427.393219         tracked
8       111.0  901.644226  446.380920         tracked
9       109.0  867.104187  592.872803         tracked"
1554,52.927377777,"  fixation id           x           y fixation status
0       122.0  828.828429  328.780571          during
1       121.0  433.206787  545.205811         tracked
2       119.0  673.264465  493.356537         tracked
3       118.0  202.823593  349.837280         tracked
4       117.0  826.546021  444.212769         tracked
5       116.0  733.381592  494.875732         tracked
6       114.0  865.927429  539.936035         tracked
7       112.0  906.557068  435.099152         tracked
8       111.0  901.058289  454.526489         tracked
9       109.0  866.467896  600.272278         tracked"
1555,52.960711111,"  fixation id           x           y fixation status
0       122.0  827.389857  335.954000             end
1       121.0  426.517700  553.867432         tracked
2       119.0  672.296509  497.975342         tracked
3       118.0  186.186234  354.797607         tracked
4       117.0  826.562622  447.906433         tracked
5       116.0  732.988953  497.999207         tracked
6       114.0  866.477539  544.172485         tracked
7       112.0  907.245178  438.972137         tracked
8       111.0  901.741089  458.706207         tracked
9       109.0  867.364868  604.585327         tracked"
1556,52.994055555,"   fixation id           x           y fixation status
0        123.0  795.459714  389.268000           start
1        122.0  826.521545  335.350220         tracked
2        121.0  419.903290  559.337036         tracked
3        119.0  671.525757  499.166748         tracked
4        118.0  168.174271  357.498016         tracked
5        117.0  826.857605  447.628296         tracked
6        116.0  732.733887  498.008759         tracked
7        114.0  867.437317  544.201477         tracked
8        112.0  908.002197  438.272858         tracked
9        111.0  902.550720  458.377686         tracked
10       109.0  868.916199  604.840332         tracked"
1557,53.0274,"   fixation id           x           y fixation status
0        123.0  785.630571  393.488714          during
1        122.0  825.007935  330.396820         tracked
2        121.0  413.181091  560.007141         tracked
3        119.0  670.482056  496.501038         tracked
4        118.0  148.097260  355.725739         tracked
5        117.0  826.893127  442.742889         tracked
6        116.0  732.005554  496.635956         tracked
7        114.0  868.206787  540.033813         tracked
8        112.0  908.499268  433.065857         tracked
9        111.0  903.130859  453.665955         tracked
10       109.0  870.348022  600.454407         tracked"
1558,53.060744444,"   fixation id           x           y fixation status
0        123.0  782.534000  398.400333          during
1        122.0  823.249756  321.863312         tracked
2        121.0  405.710175  556.772095         tracked
3        119.0  669.279785  490.150208         tracked
4        118.0  127.259979  349.170929         tracked
5        117.0  826.741150  434.811523         tracked
6        116.0  731.268860  490.394867         tracked
7        114.0  868.982971  532.557373         tracked
8        112.0  908.865112  424.856537         tracked
9        111.0  903.610840  445.694489         tracked
10       109.0  871.735229  593.375549         tracked"
1559,53.094088888,"   fixation id           x           y fixation status
0        123.0  788.692714  395.101714          during
1        122.0  822.329773  312.066010         tracked
2        121.0  398.284729  550.964844         tracked
3        119.0  668.815369  482.749359         tracked
4        118.0  106.029388  338.166107         tracked
5        117.0  827.408325  426.284180         tracked
6        116.0  731.200073  484.115601         tracked
7        114.0  870.355408  524.427490         tracked
8        112.0  910.033447  415.914673         tracked
9        111.0  904.845337  437.175323         tracked
10       109.0  873.565308  586.016541         tracked"
1560,53.127433333,"   fixation id           x           y fixation status
0        123.0  797.860857  389.397429          during
1        122.0  823.101074  303.230072         tracked
2        121.0  391.414215  544.631226         tracked
3        119.0  669.371399  475.859039         tracked
4        118.0   84.590973  324.306885         tracked
5        117.0  829.086792  418.626129         tracked
6        116.0  732.148499  479.735779         tracked
7        114.0  872.667542  518.164307         tracked
8        112.0  912.452515  408.611908         tracked
9        111.0  907.235962  429.520538         tracked
10       109.0  876.171875  579.671021         tracked"
1561,53.160766666,"   fixation id           x           y fixation status
0        123.0  799.837857  373.115429          during
1        122.0  824.950439  295.520752         tracked
2        121.0  384.314270  539.452026         tracked
3        119.0  670.653381  470.952972         tracked
4        118.0   63.569519  310.699249         tracked
5        117.0  831.646484  413.757355         tracked
6        116.0  734.003174  474.792908         tracked
7        114.0  875.660217  513.575195         tracked
8        112.0  915.722839  403.655640         tracked
9        111.0  910.455444  424.499603         tracked
10       109.0  879.197815  576.122009         tracked"
1562,53.194111111,"   fixation id           x           y fixation status
0        123.0  800.999714  375.611429          during
1        122.0  827.407898  291.929199         tracked
2        121.0  376.334747  536.576538         tracked
3        119.0  671.989319  468.737152         tracked
4        118.0   41.891430  297.948151         tracked
5        117.0  834.411316  411.831146         tracked
6        116.0  735.903931  474.965179         tracked
7        114.0  878.571350  512.845703         tracked
8        112.0  919.221863  402.243317         tracked
9        111.0  913.851868  423.067444         tracked
10       109.0  882.048401  575.934326         tracked"
1563,53.227455555,"   fixation id           x           y fixation status
0        123.0  803.077429  376.130714          during
1        122.0  829.968628  289.874451         tracked
2        121.0  367.862457  536.039429         tracked
3        119.0  673.085327  468.357941         tracked
4        118.0   17.900774  287.057465         tracked
5        117.0  836.905579  412.100159         tracked
6        116.0  737.630249  475.068604         tracked
7        114.0  881.193054  513.828430         tracked
8        112.0  922.608032  402.764191         tracked
9        111.0  917.032654  423.633057         tracked
10       109.0  884.353760  578.267395         tracked"
1564,53.2608,"   fixation id           x           y fixation status
0        123.0  811.387000  374.289286          during
1        122.0  832.561340  291.099579         tracked
2        121.0  358.350037  538.643555         tracked
3        119.0  674.144165  470.830719         tracked
4        118.0   -7.048939  279.481903         tracked
5        117.0  839.662415  415.376434         tracked
6        116.0  739.236450  479.400085         tracked
7        114.0  883.790466  518.310913         tracked
8        112.0  925.949463  406.507904         tracked
9        111.0  920.220459  427.420013         tracked
10       109.0  886.684937  582.969299         tracked"
1565,53.294144444,"   fixation id           x           y fixation status
0        123.0  811.229000  378.163143          during
1        122.0  837.436707  294.421082         tracked
2        121.0  350.351410  543.273254         tracked
3        119.0  677.165527  474.658081         tracked
4        118.0  -33.357224  268.539795         tracked
5        117.0  844.252747  420.289795         tracked
6        116.0  743.071594  485.434326         tracked
7        114.0  888.319946  524.679932         tracked
8        112.0  931.420715  412.351227         tracked
9        111.0  925.415649  433.352661         tracked
10       109.0  890.866150  590.187805         tracked"
1566,53.327477777,"   fixation id           x           y fixation status
0        123.0  818.406857  377.837857          during
1        122.0  845.100281  300.054260         tracked
2        121.0  345.728973  551.110779         tracked
3        119.0  683.783325  481.052155         tracked
5        117.0  852.187622  428.614868         tracked
6        116.0  750.384277  490.363495         tracked
7        114.0  896.457520  532.749329         tracked
8        112.0  940.166504  421.185669         tracked
9        111.0  933.893127  442.092407         tracked
10       109.0  898.437378  600.883789         tracked"
1567,53.360822222,"  fixation id           x           y fixation status
0       123.0  829.873000  390.077143          during
1       122.0  856.245483  307.775391         tracked
2       121.0  343.481293  562.523254         tracked
3       119.0  692.899658  489.464600         tracked
4       117.0  863.159119  437.762054         tracked
5       116.0  760.404785  500.642151         tracked
6       114.0  907.194702  542.490967         tracked
7       112.0  951.626648  430.532532         tracked
8       111.0  945.128052  451.389374         tracked
9       109.0  909.037292  611.349060         tracked"
1568,53.394166666,"  fixation id           x           y fixation status
0       123.0  842.343857  387.053714          during
1       122.0  867.637024  314.738342         tracked
2       121.0  343.514465  578.156006         tracked
3       119.0  704.052979  498.415253         tracked
4       117.0  875.512329  445.769043         tracked
5       116.0  772.388611  509.009491         tracked
6       114.0  920.782593  550.393188         tracked
7       112.0  964.611755  438.100616         tracked
8       111.0  958.119263  459.373779         tracked
9       109.0  923.105286  620.377258         tracked"
1569,53.427511111,"  fixation id           x           y fixation status
0       123.0  849.474143  393.525571          during
1       122.0  879.937439  317.867432         tracked
2       121.0  345.253387  591.641479         tracked
3       119.0  716.702148  504.334686         tracked
4       117.0  889.500977  449.999542         tracked
5       116.0  786.679138  515.120361         tracked
6       114.0  936.037842  555.531250         tracked
7       112.0  979.126587  441.052826         tracked
8       111.0  972.761108  463.261139         tracked
9       109.0  938.683350  624.061951         tracked"
1570,53.460855555,"  fixation id           x           y fixation status
0       123.0  863.869714  388.653000          during
1       122.0  891.775696  316.979218         tracked
2       121.0  346.143280  602.096069         tracked
3       119.0  728.419189  506.322021         tracked
4       117.0  903.046204  449.671722         tracked
5       116.0  799.399292  515.227661         tracked
6       114.0  950.225525  555.971008         tracked
7       112.0  993.229309  440.120972         tracked
8       111.0  986.934082  462.932587         tracked
9       109.0  953.200745  625.130554         tracked"
1571,53.4942,"  fixation id            x           y fixation status
0       123.0   876.118286  391.767857             end
1       122.0   902.597412  315.271057         tracked
2       121.0   343.318542  609.555786         tracked
3       119.0   737.430786  507.224640         tracked
4       117.0   914.559387  448.333618         tracked
5       116.0   809.825867  515.603027         tracked
6       114.0   961.967896  557.089722         tracked
7       112.0  1005.086792  439.522949         tracked
8       111.0   999.020813  462.675507         tracked
9       109.0   965.072693  626.058777         tracked"
1572,53.527533333,"    fixation id            x           y fixation status
1         123.0   882.707886  390.808594         tracked
2         122.0   909.674500  312.971710         tracked
3         121.0   335.223145  615.176086         tracked
4         119.0   742.488525  507.487152         tracked
5         117.0   921.793701  446.510284         tracked
6         116.0   815.848633  516.329468         tracked
7         114.0   969.377625  557.609680         tracked
8         112.0  1013.005127  438.712982         tracked
9         111.0  1007.067932  462.325989         tracked
10        109.0   972.389282  626.318176         tracked"
1573,53.560877777,"   fixation id            x           y fixation status
0        124.0   976.615571  415.574000           start
1        123.0   884.530029  389.865814         tracked
2        122.0   911.578491  310.298279         tracked
3        121.0   320.397400  619.456665         tracked
4        119.0   742.944458  507.296814         tracked
5        117.0   924.104797  444.752533         tracked
6        116.0   816.977478  516.394287         tracked
7        114.0   971.718323  557.865967         tracked
8        112.0  1016.242615  437.873199         tracked
9        111.0  1010.200439  461.711151         tracked
10       109.0   974.656250  626.862000         tracked"
1574,53.594222222,"   fixation id            x           y fixation status
0        124.0   978.135714  406.387143          during
1        123.0   881.749023  389.777802         tracked
2        122.0   909.262451  308.051178         tracked
3        121.0   300.878235  623.006653         tracked
4        119.0   739.048828  507.360779         tracked
5        117.0   921.527832  444.997070         tracked
6        116.0   813.758667  517.645874         tracked
7        114.0   969.512268  558.340515         tracked
8        112.0  1014.954834  437.702759         tracked
9        111.0  1008.756836  461.757507         tracked
10       109.0   972.281494  628.159302         tracked"
1575,53.627566666,"   fixation id            x           y fixation status
0        124.0   972.377000  411.910500          during
1        123.0   874.993713  390.974213         tracked
2        122.0   903.002014  306.550171         tracked
3        121.0   276.552856  626.650696         tracked
4        119.0   731.197937  508.803528         tracked
5        117.0   915.174255  446.455933         tracked
6        116.0   806.678650  520.228149         tracked
7        114.0   963.774780  560.075195         tracked
8        112.0  1009.838196  438.850769         tracked
9        111.0  1003.429810  462.903687         tracked
10       109.0   966.558350  631.004761         tracked"
1576,53.660911111,"   fixation id            x           y fixation status
0        124.0   970.145714  411.780286          during
1        123.0   866.764954  393.739990         tracked
2        122.0   894.909790  306.535919         tracked
3        121.0   249.204453  629.868286         tracked
4        119.0   721.666016  511.128296         tracked
5        117.0   907.252625  449.516663         tracked
6        116.0   798.019775  523.216797         tracked
7        114.0   956.393616  563.367859         tracked
8        112.0  1003.154297  440.904816         tracked
9        111.0   996.352173  465.209503         tracked
10       109.0   959.016418  635.609680         tracked"
1577,53.694255555,"   fixation id           x           y fixation status
0        124.0  963.013714  412.446714          during
1        123.0  858.880554  396.091309         tracked
2        122.0  888.024170  306.441986         tracked
3        121.0  222.764481  630.060242         tracked
4        119.0  712.216003  512.303833         tracked
5        117.0  899.689148  451.665741         tracked
6        116.0  789.382996  525.732483         tracked
7        114.0  949.089661  566.773254         tracked
8        112.0  997.193665  443.952972         tracked
9        111.0  990.300110  468.189575         tracked
10       109.0  951.424561  639.684326         tracked"
1578,53.727588888,"   fixation id           x           y fixation status
0        124.0  958.401833  407.393000          during
1        123.0  852.194580  396.407684         tracked
2        122.0  882.952942  304.731812         tracked
3        121.0  195.920380  628.192322         tracked
4        119.0  703.760315  511.247040         tracked
5        117.0  893.255737  452.092712         tracked
6        116.0  781.547058  526.124451         tracked
7        114.0  942.855530  568.095703         tracked
8        112.0  992.615662  446.499054         tracked
9        111.0  985.910583  470.136292         tracked
10       109.0  944.735229  641.634827         tracked"
1579,53.760933333,"   fixation id           x           y fixation status
0        124.0  961.935571  408.733714          during
1        123.0  846.102844  393.644196         tracked
2        122.0  878.544067  300.253815         tracked
3        121.0  168.226868  626.757996         tracked
4        119.0  696.136414  507.400055         tracked
5        117.0  887.438721  449.951965         tracked
6        116.0  774.606750  523.454224         tracked
7        114.0  937.312256  566.406067         tracked
8        112.0  988.746094  445.483307         tracked
9        111.0  981.946472  468.591248         tracked
10       109.0  938.832458  640.407410         tracked"
1580,53.794277777,"   fixation id           x           y fixation status
0        124.0  948.612143  414.223571          during
1        123.0  838.722290  387.422821         tracked
2        122.0  872.177673  292.199707         tracked
3        121.0  140.965912  630.917358         tracked
4        119.0  687.802185  502.035217         tracked
5        117.0  880.739990  443.587494         tracked
6        116.0  766.839966  517.698975         tracked
7        114.0  931.288330  561.239197         tracked
8        112.0  983.987122  440.273773         tracked
9        111.0  977.047607  463.421570         tracked
10       109.0  932.860229  636.015930         tracked"
1581,53.827622222,"   fixation id           x           y fixation status
0        124.0  941.363000  425.329167          during
1        123.0  829.925415  382.864563         tracked
2        122.0  863.401367  285.832581         tracked
3        121.0  111.601570  643.667786         tracked
4        119.0  678.064026  499.494995         tracked
5        117.0  872.675659  438.678467         tracked
6        116.0  758.055786  513.816650         tracked
7        114.0  924.592529  557.339661         tracked
8        112.0  977.747192  435.686646         tracked
9        111.0  970.730286  459.178589         tracked
10       109.0  926.592529  633.379150         tracked"
1582,53.860966666,"   fixation id           x           y fixation status
0        124.0  932.536143  419.314143          during
1        123.0  821.181519  379.750366         tracked
2        122.0  855.347046  281.458435         tracked
3        121.0   79.730469  654.816223         tracked
4        119.0  668.329834  497.892548         tracked
5        117.0  864.804688  435.700348         tracked
6        116.0  749.338196  511.520081         tracked
7        114.0  917.536743  556.085266         tracked
8        112.0  971.560303  433.356171         tracked
9        111.0  964.555786  457.404663         tracked
10       109.0  919.518616  633.000610         tracked"
1583,53.8943,"   fixation id           x           y fixation status
0        124.0  932.876429  419.267286          during
1        123.0  814.571655  377.914825         tracked
2        122.0  850.869446  278.870667         tracked
3        121.0   48.707726  662.586548         tracked
4        119.0  659.655457  496.164490         tracked
5        117.0  858.553345  433.379639         tracked
6        116.0  741.699097  509.703827         tracked
7        114.0  911.275696  556.872070         tracked
8        112.0  967.338379  433.913269         tracked
9        111.0  960.013245  458.039886         tracked
10       109.0  912.683105  634.087280         tracked"
1584,53.927644444,"   fixation id           x           y fixation status
0        124.0  938.289667  415.390167          during
1        123.0  809.805908  375.459534         tracked
2        122.0  847.632080  275.844849         tracked
3        121.0   12.451946  670.520996         tracked
4        119.0  652.609131  493.695007         tracked
5        117.0  853.946960  432.011230         tracked
6        116.0  735.715332  507.070068         tracked
7        114.0  906.593811  557.183228         tracked
8        112.0  964.793457  433.904633         tracked
9        111.0  957.019897  458.368103         tracked
10       109.0  907.531677  634.783386         tracked"
1585,53.960988888,"   fixation id           x           y fixation status
0        124.0  939.938286  408.613714             end
1        123.0  806.246155  373.070465         tracked
2        122.0  844.995850  272.436615         tracked
3        121.0  -38.324013  684.140320         tracked
4        119.0  647.272522  492.355927         tracked
5        117.0  850.756409  429.854065         tracked
6        116.0  731.502930  504.948090         tracked
7        114.0  903.900757  556.710693         tracked
8        112.0  963.437561  433.153687         tracked
9        111.0  955.489563  457.860596         tracked
10       109.0  904.791382  634.837280         tracked"
1586,53.994333333,"    fixation id           x           y fixation status
1         124.0  938.827576  405.637177         tracked
2         123.0  803.448486  370.214844         tracked
3         122.0  842.114075  268.175720         tracked
5         119.0  643.210449  491.117126         tracked
6         117.0  848.654297  426.860321         tracked
7         116.0  728.581238  502.308105         tracked
8         114.0  902.818237  554.753784         tracked
9         112.0  963.052551  430.569153         tracked
10        111.0  955.052673  455.597656         tracked
11        109.0  904.091736  633.487732         tracked"
1587,54.027677777,"   fixation id           x           y fixation status
0        125.0  816.914000  408.200833           start
1        124.0  939.835144  400.169830         tracked
2        123.0  802.683411  365.102112         tracked
3        122.0  841.021362  261.332001         tracked
4        119.0  641.328125  486.985748         tracked
5        117.0  848.802734  421.439514         tracked
6        116.0  727.966492  497.843140         tracked
7        114.0  904.088074  549.765625         tracked
8        112.0  964.763000  425.458679         tracked
9        111.0  956.767456  450.694885         tracked
10       109.0  905.687927  630.003906         tracked"
